id,id_str,name,screen_name,location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type,withheld_in_countries
841544752600293376,841544752600293376,🍩Lisa Gandini🍩,LisaGandini,Australia,Standing on the right side of the roaring rapids,,{'description': {'urls': []}},False,1285,272,5,2017-03-14 07:01:18+00:00,6814,,,False,False,4972,,"{'created_at': 'Sun Mar 20 14:05:17 +0000 2022', 'id': 1505546018531975169, 'id_str': '1505546018531975169', 'full_text': '@RoadToThrone They like to ignore her drug use though, don’t they?\nThey have to latch onto the drug thing cos that’s all she’s got - a lie that drugs &amp; alcohol made him forget being violent 🙄 meanwhile she’s the one on the audio having to be reminded of her violence.', 'truncated': False, 'display_text_range': [14, 271], 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'RoadToThrone', 'name': 'Someone.', 'id': 315759845, 'id_str': '315759845', 'indices': [0, 13]}], 'urls': []}, 'source': '<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>', 'in_reply_to_status_id': 1505542380367364096, 'in_reply_to_status_id_str': '1505542380367364096', 'in_reply_to_user_id': 315759845, 'in_reply_to_user_id_str': '315759845', 'in_reply_to_screen_name': 'RoadToThrone', 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 1, 'favorited': False, 'retweeted': False, 'lang': 'en'}",False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1463123085297471495/s_oRrYdi_normal.jpg,https://pbs.twimg.com/profile_images/1463123085297471495/s_oRrYdi_normal.jpg,https://pbs.twimg.com/profile_banners/841544752600293376/1616623085,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[]
