,user.id_str,user.screen_name,user.name,user.created_at,user.location,user.followers_count,user.friends_count,user.statuses_count,profile_image_url,profile_banner_url,user.lang
145,1366710397437378565,CAM1nc,©️🅰️〽️,2021-03-02 11:22:17+00:00,,184,1360,8269,http://pbs.twimg.com/profile_images/1518930069648990209/sLAY-oCi_normal.jpg,https://pbs.twimg.com/profile_banners/1366710397437378565/1650655025,
278,1437521047973138442,AngelaD58972149,AngelaDuncan,2021-09-13 21:00:53+00:00,Cecilia KY,172,91,2507,http://pbs.twimg.com/profile_images/1479938399578603524/TgPkMcGP_normal.jpg,https://pbs.twimg.com/profile_banners/1437521047973138442/1641679788,
426,821998068023390208,damianc0918,Damian,2017-01-19 08:29:46+00:00,,69,72,5571,http://pbs.twimg.com/profile_images/1493712245292814339/XNoTTFHU_normal.jpg,https://pbs.twimg.com/profile_banners/821998068023390208/1644963774,
576,3010683171,anygoodfilms,anygoodfilms?,2015-02-01 19:02:39+00:00,London,3774,1105,11212,http://pbs.twimg.com/profile_images/1356598679373832194/1mCjfkmV_normal.jpg,https://pbs.twimg.com/profile_banners/3010683171/1461252557,
744,2544914191,GinaLawriw,Gina Lawriw,2014-06-04 01:26:59+00:00,,9310,6800,1143237,http://pbs.twimg.com/profile_images/476133212532387840/qzZ04Svd_normal.jpeg,https://pbs.twimg.com/profile_banners/2544914191/1410300360,
794,1149800396996714496,sammy_antoine8,SammyAntoine,2019-07-12 21:59:11+00:00,"Lake Worth, Florida ",82,157,6273,http://pbs.twimg.com/profile_images/1463889299401809923/OuVh38Jm_normal.jpg,https://pbs.twimg.com/profile_banners/1149800396996714496/1634338656,
814,1347667729239703554,DanellCain,Danell Cain,2021-01-08 22:13:55+00:00,,9,256,269,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,
973,277600246,GossipBucket,Gossip Bucket,2011-04-05 18:03:20+00:00,"Hollywood, CA",753,2439,145279,http://pbs.twimg.com/profile_images/968576440529760256/OWI6dPUq_normal.jpg,https://pbs.twimg.com/profile_banners/277600246/1575051128,
1143,19211720,ReignFox,Reign,2009-01-20 00:50:19+00:00,,20,437,3043,http://pbs.twimg.com/profile_images/1511442229587369984/sOtLIlP5_normal.jpg,https://pbs.twimg.com/profile_banners/19211720/1649190932,
1349,819646999939207168,ClickySound,Clicky Sound,2017-01-12 20:47:27+00:00,United Kingdom,249,270,385912,http://pbs.twimg.com/profile_images/819649278956228608/esmkycSl_normal.jpg,https://pbs.twimg.com/profile_banners/819646999939207168/1484254632,
