id,id_str,name,screen_name,location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type,withheld_in_countries
1384529967942291456,1384529967942291456,Adam_Waldmignon,Adam_Waldmignon,Tesla Headquarters ,"#justiceforjohnnydepp | FAN ACCOUNT for adam waldman | reposting adam’s tweets | not the real adam | elon, I just wanna talk. 💙💛",,{'description': {'urls': []}},False,1807,1,10,2021-04-20 15:30:45+00:00,196,,,False,False,277,,"{'created_at': 'Mon Mar 14 18:16:21 +0000 2022', 'id': 1503434874555797505, 'id_str': '1503434874555797505', 'full_text': 'If you know, you know. https://t.co/OSgiBNVYdw', 'truncated': False, 'display_text_range': [0, 22], 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1503434872085381121, 'id_str': '1503434872085381121', 'indices': [23, 46], 'media_url': 'http://pbs.twimg.com/media/FN1GDPWVgAE_GzC.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FN1GDPWVgAE_GzC.jpg', 'url': 'https://t.co/OSgiBNVYdw', 'display_url': 'pic.twitter.com/OSgiBNVYdw', 'expanded_url': 'https://twitter.com/Adam_Waldmignon/status/1503434874555797505/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 426, 'h': 426, 'resize': 'fit'}, 'small': {'w': 426, 'h': 426, 'resize': 'fit'}, 'large': {'w': 426, 'h': 426, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 1503434872085381121, 'id_str': '1503434872085381121', 'indices': [23, 46], 'media_url': 'http://pbs.twimg.com/media/FN1GDPWVgAE_GzC.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FN1GDPWVgAE_GzC.jpg', 'url': 'https://t.co/OSgiBNVYdw', 'display_url': 'pic.twitter.com/OSgiBNVYdw', 'expanded_url': 'https://twitter.com/Adam_Waldmignon/status/1503434874555797505/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 426, 'h': 426, 'resize': 'fit'}, 'small': {'w': 426, 'h': 426, 'resize': 'fit'}, 'large': {'w': 426, 'h': 426, 'resize': 'fit'}}}]}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 30, 'favorite_count': 117, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1384530184217403401/gqJLl8yR_normal.jpg,https://pbs.twimg.com/profile_images/1384530184217403401/gqJLl8yR_normal.jpg,https://pbs.twimg.com/profile_banners/1384529967942291456/1618961438,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[]
