id,id_str,name,screen_name,location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type,withheld_in_countries
2899245278,2899245278,Chrissy 🇦🇺 🏴‍☠️⚔,Rapunzel0000000,Australia,My tweets are my own opinion,,{'description': {'urls': []}},False,351,574,0,2014-11-14 10:22:51+00:00,9347,,,False,False,5964,,"{'created_at': 'Fri Mar 18 22:43:51 +0000 2022', 'id': 1504951745612750848, 'id_str': '1504951745612750848', 'full_text': '@radar_online Nothing secret about it dickheads. They met in the garage &amp; went into offices.', 'truncated': False, 'display_text_range': [14, 96], 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'radar_online', 'name': 'Radar Online', 'id': 21906715, 'id_str': '21906715', 'indices': [0, 13]}], 'urls': []}, 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'in_reply_to_status_id': 1504857679830962177, 'in_reply_to_status_id_str': '1504857679830962177', 'in_reply_to_user_id': 21906715, 'in_reply_to_user_id_str': '21906715', 'in_reply_to_screen_name': 'radar_online', 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 2, 'favorited': False, 'retweeted': False, 'lang': 'en'}",False,False,True,0,http://abs.twimg.com/images/themes/theme10/bg.gif,https://abs.twimg.com/images/themes/theme10/bg.gif,False,http://pbs.twimg.com/profile_images/1379905344646774784/JO6M5UTw_normal.jpg,https://pbs.twimg.com/profile_images/1379905344646774784/JO6M5UTw_normal.jpg,https://pbs.twimg.com/profile_banners/2899245278/1524990911,9266CC,0,0,0,False,False,False,False,False,False,False,none,[]
