,user.id_str,user.screen_name,user.name,user.created_at,user.location,user.followers_count,user.friends_count,user.statuses_count,profile_image_url,profile_banner_url,user.lang
892,415922314,harleyparry,harley parry,2011-11-19 00:32:16+00:00,,6,183,752,http://pbs.twimg.com/profile_images/503054082848743424/umbLl97Q_normal.jpeg,https://pbs.twimg.com/profile_banners/415922314/1408772378,
4036,956977727847968770,Sharem007,Sharem,2018-01-26 19:50:44+00:00,"Palermo, Sicilia",3,29,56,http://pbs.twimg.com/profile_images/1159136159433465856/2kZHTRDb_normal.jpg,https://pbs.twimg.com/profile_banners/956977727847968770/1565194571,
4958,1121189973879869441,Be_Lou_,Lou,2019-04-24 23:11:35+00:00,,0,31,4,http://pbs.twimg.com/profile_images/1172903055949553666/peD6RJzZ_normal.jpg,https://pbs.twimg.com/profile_banners/1121189973879869441/1556398960,
5479,392840909,Nightrider22773,Valentina Santoni,2011-10-17 17:02:17+00:00,Roma,35,86,763,http://pbs.twimg.com/profile_images/1317868239796436992/Zd0DWoQs_normal.jpg,https://pbs.twimg.com/profile_banners/392840909/1603039248,
7806,551165637,JessicaPGL,jessy.je,2012-04-11 15:32:29+00:00,acqualagna,70,426,2148,http://pbs.twimg.com/profile_images/705915346105077760/Mu4SIcw1_normal.jpg,https://pbs.twimg.com/profile_banners/551165637/1453926786,
7870,258044845,deppsity,Alessia.,2011-02-26 21:01:03+00:00,Caput Mundi ,1006,1619,40892,http://pbs.twimg.com/profile_images/1379779731630006272/G992bqca_normal.jpg,https://pbs.twimg.com/profile_banners/258044845/1494885281,
8875,103448644,britbrit1fan,Bree Spears💖,2010-01-10 02:04:11+00:00,,6506,3514,124344,http://pbs.twimg.com/profile_images/1371990589609218051/1u7-KTN5_normal.jpg,https://pbs.twimg.com/profile_banners/103448644/1615943849,
10182,125407565,_Lousoul,alexis bledel's eyes,2010-03-22 18:20:06+00:00,in dramaworld going mad,795,1749,7525,http://pbs.twimg.com/profile_images/1279144382097231872/UkkRe_bP_normal.jpg,https://pbs.twimg.com/profile_banners/125407565/1585312872,
12933,249044226,itszachfalk,Zach Falk,2011-02-08 07:14:39+00:00,"New Britain, CT",209,434,10837,http://pbs.twimg.com/profile_images/1139068583827464193/nblpk5EW_normal.jpg,https://pbs.twimg.com/profile_banners/249044226/1605642765,
13065,1039194689092628480,whosbadbibi,theskyisthelimit,2018-09-10 16:51:35+00:00,,95,320,1702,http://pbs.twimg.com/profile_images/1223601430440923137/zCU_QPMf_normal.jpg,https://pbs.twimg.com/profile_banners/1039194689092628480/1566765764,
