,user.id_str,user.screen_name,user.name,user.created_at,user.location,user.followers_count,user.friends_count,user.statuses_count,profile_image_url,profile_banner_url,user.lang
258,510145134,powderleful,Matthew,2012-03-01 12:13:36+00:00,Singapore,206,184,13054,http://pbs.twimg.com/profile_images/1064543622618443776/5T7SoiJF_normal.jpg,https://pbs.twimg.com/profile_banners/510145134/1486892420,
290,12219272,Flickchart,flickchart,2008-01-14 15:06:56+00:00,"Orlando, FL",5340,3458,8848,http://pbs.twimg.com/profile_images/532698487574376448/rsV3ZRQ3_normal.png,https://pbs.twimg.com/profile_banners/12219272/1434160260,
323,339414827,PaulyP_14,Paul Picasso,2011-07-21 02:20:08+00:00,,419,380,17193,http://pbs.twimg.com/profile_images/1497643385552871438/WeTBJ3Zy_normal.jpg,https://pbs.twimg.com/profile_banners/339414827/1514797836,
327,1201254751,zyad_irfan,岩城拓海,2013-02-20 14:30:02+00:00,,52,1039,887,http://pbs.twimg.com/profile_images/460414151953629184/GjzCVrUg_normal.jpeg,https://pbs.twimg.com/profile_banners/1201254751/1411302746,
328,438648743,em_branstetter,Em,2011-12-16 21:06:53+00:00,"Indianapolis, IN ",610,649,19832,http://pbs.twimg.com/profile_images/1434228748006604802/PnZvtWo7_normal.jpg,https://pbs.twimg.com/profile_banners/438648743/1630781777,
332,1455837294,fooorrest,Forrest,2013-05-25 03:02:55+00:00,SF,1679,606,11846,http://pbs.twimg.com/profile_images/1300931211951366145/RXqxiRFA_normal.jpg,https://pbs.twimg.com/profile_banners/1455837294/1581135246,
439,731882137,JessiStrader666,𝕷𝖎𝖑𝖞 𝕭𝖑𝖚𝖓𝖙𝖘𝖙𝖊𝖗,2012-08-02 01:35:10+00:00,Hell,947,759,45553,http://pbs.twimg.com/profile_images/1466461382333841415/yvfThFRe_normal.jpg,https://pbs.twimg.com/profile_banners/731882137/1644994618,
548,2195107525,gianc021,#SWOLF,2013-11-15 00:40:08+00:00,,259,259,5410,http://pbs.twimg.com/profile_images/763947237411991552/DnexMSMw_normal.jpg,https://pbs.twimg.com/profile_banners/2195107525/1470974190,
617,309562685,AdrianaLavaa,Adriana,2011-06-02 09:07:29+00:00,Melbourne Australia,1591,1598,32920,http://pbs.twimg.com/profile_images/1440661428881350666/LMC0ojlk_normal.jpg,https://pbs.twimg.com/profile_banners/309562685/1607339228,
783,22881578,yeroc7890,"Corey ""Pizza Poppa"" Craft",2009-03-05 04:44:51+00:00,"Birmingham, AL",458,466,21496,http://pbs.twimg.com/profile_images/1547429729/corey_normal.jpg,https://pbs.twimg.com/profile_banners/22881578/1489268974,
883,426371529,alvarezalamode,Andrew Alvarez,2011-12-02 04:50:50+00:00,"Austin, TX",352,276,26766,http://pbs.twimg.com/profile_images/1441875744284725248/Qb5v-TFP_normal.jpg,https://pbs.twimg.com/profile_banners/426371529/1563165420,
902,35231604,RogerDeRok,Roger De Rok,2009-04-25 15:13:04+00:00,"Española, NM USA",645,717,68141,http://pbs.twimg.com/profile_images/1497396982171652098/X1onNzPG_normal.jpg,https://pbs.twimg.com/profile_banners/35231604/1484000041,
960,149195971,Bianca_Robinson,Bianca,2010-05-28 17:22:41+00:00,"Sorry Alabama, USA",371,153,76285,http://pbs.twimg.com/profile_images/1497236982883364867/kbihwhmU_normal.jpg,https://pbs.twimg.com/profile_banners/149195971/1405629726,
963,31488246,GJDE76,Gareth 🐾🐾📚🎧🎞🎮☕🐾🐾🐾,2009-04-15 19:13:36+00:00,Bolton,166,493,15729,http://pbs.twimg.com/profile_images/1499813786970120192/CeL-chh7_normal.jpg,https://pbs.twimg.com/profile_banners/31488246/1620829009,
993,1566873524,LexiusHampton,Prime Catalyst,2013-07-03 23:06:06+00:00,"Olympia, WA ➡️ Rochester, N.Y.",1209,2836,12807,http://pbs.twimg.com/profile_images/1218695727171297281/z2SL-rzF_normal.jpg,https://pbs.twimg.com/profile_banners/1566873524/1392620202,
1009,42801940,y0uareamistake,Joel Barkley,2009-05-27 03:12:15+00:00,,467,344,22964,http://pbs.twimg.com/profile_images/1047634523985461249/uov_CyGb_normal.jpg,https://pbs.twimg.com/profile_banners/42801940/1479945811,
1010,564190545,_DA_9,Ya Local Real Estate Expert,2012-04-26 22:58:15+00:00,"Dallas, TX",196,141,18816,http://pbs.twimg.com/profile_images/1125840655618662401/zDgDtPDH_normal.jpg,https://pbs.twimg.com/profile_banners/564190545/1572071096,
1429,601273118,reev_uh,REEvuh,2012-06-06 20:38:36+00:00,"Philadelphia, PA",390,1345,7990,http://pbs.twimg.com/profile_images/1100418497287503873/E8gYvpcA_normal.jpg,https://pbs.twimg.com/profile_banners/601273118/1551193660,
