,user.id_str,user.screen_name,user.name,user.created_at,user.location,user.followers_count,user.friends_count,user.statuses_count,profile_image_url,profile_banner_url,user.lang
108,166589795,Fanbase_Press,Fanbase Press,2010-07-14 14:49:05+00:00,"Los Angeles, CA
",6169,4947,99154,http://pbs.twimg.com/profile_images/1346257508583628800/fATHpBoN_normal.jpg,https://pbs.twimg.com/profile_banners/166589795/1609807777,
112,14614748,markolefou,Foster,2008-05-01 14:33:57+00:00,,91,302,6871,http://pbs.twimg.com/profile_images/3342038088/7287a1894739e1f41e6ff5e731792219_normal.png,https://pbs.twimg.com/profile_banners/14614748/1614447652,
119,230549881,jamiizee,Akpabio Emem Raymond #june 7,2010-12-25 23:15:41+00:00,In ur speakers,649,361,22732,http://pbs.twimg.com/profile_images/1408191811965890562/d1KiuXmR_normal.jpg,https://pbs.twimg.com/profile_banners/230549881/1430305443,
186,178080938,ragderomero,𝘉𝘦𝘵𝘴𝘢𝘣𝘦 𝘙𝘰𝘮𝘦𝘳𝘰,2010-08-13 20:39:18+00:00,🇲🇽🇨🇦,4117,2532,48979,http://pbs.twimg.com/profile_images/1443929742110044165/8RiNDqVq_normal.jpg,https://pbs.twimg.com/profile_banners/178080938/1641960197,
1618,135132959,MyStarHunt,Patrick Jackson,2010-04-20 12:33:13+00:00,,69,80,3053,http://pbs.twimg.com/profile_images/837783725/MSH_logo_fanpage_normal.jpg,,
1691,63615726,EndoRyu,Andrew Ng,2009-08-07 02:33:13+00:00,Kuala Lumpur,103,256,4274,http://pbs.twimg.com/profile_images/596632801983602688/S4_jeLAt_normal.jpg,https://pbs.twimg.com/profile_banners/63615726/1431062239,
1913,129574812,DerrickDeane,Derrick Deane,2010-04-04 19:18:01+00:00,"Los Angeles, CA",11668,682,33468,http://pbs.twimg.com/profile_images/767086123059335168/w3vU3xp1_normal.jpg,https://pbs.twimg.com/profile_banners/129574812/1500197757,
1938,99687231,wordinvestor,ali raza,2009-12-27 10:49:41+00:00,,10135,6032,22164,http://pbs.twimg.com/profile_images/781008008579059713/SmBL0Ero_normal.jpg,https://pbs.twimg.com/profile_banners/99687231/1475041816,
1939,134879045,VIPReality,VIP Reality Project,2010-04-19 18:20:11+00:00,"Philadelphia, PA  New York, NY",155,248,7718,http://pbs.twimg.com/profile_images/838124080/IMG_2786_normal.jpg,,
1943,257201232,THEHOTTIGER45,PALAGUACHI HECTOR,2011-02-24 23:14:10+00:00,,3,1,2,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,
1946,135110943,gossipsnews,gossips.us,2010-04-20 10:58:00+00:00,,162,0,20522,http://pbs.twimg.com/profile_images/2401578975/ezuf8eay95z7xz856c3a_normal.jpeg,,
1968,16569932,sirensailorco,Siren + Sailor,2008-10-03 00:40:57+00:00,New Jersey,786,666,879,http://pbs.twimg.com/profile_images/762765124616744960/3SgSxnHT_normal.jpg,,
1983,228759543,SunProductionsE,Sun Productions,2010-12-20 16:08:04+00:00,,1082,1591,80040,http://pbs.twimg.com/profile_images/1194923929/sun_logo_normal.jpg,,
1986,184966416,gossipwiz,Gossip Wiz,2010-08-30 22:48:13+00:00,Miami,416,48,43537,http://pbs.twimg.com/profile_images/1114211668/gossip_wiz_pic_normal.png,,
1987,89255599,hotcelebstalk,Hot Celebrities Talk,2009-11-11 18:58:25+00:00,Manchester,151,61,27443,http://pbs.twimg.com/profile_images/524270089/mj_normal.jpg,,
2002,19718429,Pop_Life_USA,Pop-Life ©,2009-01-29 16:28:22+00:00,USA,1008,1669,56630,http://pbs.twimg.com/profile_images/726095835/500_1188594265_7063_5528_normal.jpg,,
2009,65684345,foxytransformer,Foxy Transformer,2009-08-14 17:18:04+00:00,,329,522,75426,http://pbs.twimg.com/profile_images/362544592/megan-fox-legs-optimus-prime-062309-xlg_normal.jpg,,
2018,144018426,OverdraftFree,Krissy Thompson,2010-05-15 02:30:33+00:00,"Seattle, WA",106,46,9033,http://pbs.twimg.com/profile_images/934766983/th_scarlett_johansson_086_1__normal.jpg,,
2020,141750817,FaceForever,Krissy Thompson,2010-05-08 23:25:17+00:00,"Seattle, WA",163,25,10320,http://pbs.twimg.com/profile_images/378800000598063756/971f0791d5adc96df4e8afa6ac0c1c69_normal.jpeg,,
2024,61974214,HookerNun,Clarice Westwater,2009-08-01 05:50:29+00:00,"Las Vegas, NV",814,1191,33195,http://pbs.twimg.com/profile_images/522277362/DCW_normal.JPG,,
2025,61970976,Cybervangelist,Pastor Pete Huckalby,2009-08-01 05:28:48+00:00,"Las Vegas, NV",709,745,35149,http://pbs.twimg.com/profile_images/342405570/Preacher_normal.jpg,,
2037,28188715,MissJennaB,Jenna Blackwell,2009-04-01 20:34:51+00:00,New York City by way of Texas,5539,289,44194,http://pbs.twimg.com/profile_images/1515127015384489999/pcC6hhak_normal.jpg,https://pbs.twimg.com/profile_banners/28188715/1544383942,
2114,123293689,iwatchstuffcom,iwatchstuff,2010-03-15 16:39:28+00:00,,50,1,3869,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,
2128,169587379,MoxieGrl,Jen V.,2010-07-22 18:06:08+00:00,Multiverse,453,276,28540,http://pbs.twimg.com/profile_images/1352481486/no_evil_normal.png,https://pbs.twimg.com/profile_banners/169587379/1614546468,
2181,84396242,MangezFrais,Kevin Hinton,2009-10-22 19:00:15+00:00,,74,0,7056,http://pbs.twimg.com/profile_images/484850864/ist2_3584420_action_star_cartoon_normal.jpg,,
2184,241083546,M24EdisonCarter,MAX'S HEAD,2011-01-21 12:23:46+00:00,GLOBAL SERVER GL6,166,11,136270,http://pbs.twimg.com/profile_images/1254763630/Max_Animation__3_normal.gif,,
2186,21414830,allieiswired,Allie,2009-02-20 17:25:15+00:00,"Los Angeles, NYC  & Denver!",5354,3782,52283,http://pbs.twimg.com/profile_images/602771413997473792/eEnKL_8Q_normal.jpg,https://pbs.twimg.com/profile_banners/21414830/1471368976,
2227,92260077,wayneley,wayneley,2009-11-24 12:23:55+00:00,The Land of OZ,689,365,21925,http://pbs.twimg.com/profile_images/1446543427886256128/w3oivNv8_normal.jpg,https://pbs.twimg.com/profile_banners/92260077/1349224682,
2229,15852860,KareemHarper,Kareem A. Harper,2008-08-14 17:12:39+00:00,Boogie Down Bx & The Grid.,4229,4552,76721,http://pbs.twimg.com/profile_images/1185351599415316480/v7boDqhR_normal.jpg,https://pbs.twimg.com/profile_banners/15852860/1436505901,
2233,821193,slashfilm,/Film,2007-03-08 07:27:32+00:00,"Hollywood, CA",193938,1044,149335,http://pbs.twimg.com/profile_images/1400205646969159681/MywKMwud_normal.jpg,https://pbs.twimg.com/profile_banners/821193/1623944329,
2245,35182141,slashfilmnews,/Film Newsfeed,2009-04-25 09:24:14+00:00,"San Francisco, CA",7578,9,25894,http://pbs.twimg.com/profile_images/182626104/ZZ02FC4356_normal.jpg,,
2287,130245585,The_ill_Jedi,Israel Flores,2010-04-06 19:15:48+00:00,"Los Angeles, CA",290,1343,20614,http://pbs.twimg.com/profile_images/696534643252658180/9aXvgR89_normal.jpg,https://pbs.twimg.com/profile_banners/130245585/1399913145,
2303,94887314,RejectMedia,Reject Media,2009-12-05 23:07:35+00:00,"Austin, TX",94,4,5581,http://pbs.twimg.com/profile_images/796697128/fsr-squarelogo_normal.jpg,,
2319,185307786,studiomagonline,STUDIO,2010-08-31 17:46:27+00:00,"London, UK",675,549,4032,http://pbs.twimg.com/profile_images/509356470098337792/Rqi4qmgv_normal.jpeg,https://pbs.twimg.com/profile_banners/185307786/1410273486,
2350,63889690,Andres17G,Andrés González,2009-08-08 02:54:48+00:00,México,227,279,9780,http://pbs.twimg.com/profile_images/426457116736360450/yyMninre_normal.jpeg,,
