,user.id_str,user.screen_name,user.name,user.created_at,user.location,user.followers_count,user.friends_count,user.statuses_count,profile_image_url,profile_banner_url,user.lang
12,179329949,prvnews,prvnews_bkm,2010-08-17 01:34:48+00:00,,14,1,7541,http://pbs.twimg.com/profile_images/1765974880/prvnews_normal.png,,
46,202516541,ovacalandra,OswaldoCalandra,2010-10-14 06:18:21+00:00, Buenos Aires (NY Summers),66,244,1219,http://pbs.twimg.com/profile_images/1144469597/osvaldo_normal.jpg,,
55,17108229,Iso_Hunt,Iso_Hunt,2008-11-02 01:17:59+00:00,The Internet,566,0,18539,http://pbs.twimg.com/profile_images/63372883/583p_4c_ZoomM_normal.jpg,,
58,170466958,sexwithhotgirls,HotGirls Dating,2010-07-24 22:45:32+00:00,Online,854,481,6601,http://pbs.twimg.com/profile_images/1087282605/twitter-hotgirls-fling_normal.png,,
64,192899880,carinsstore,kevin T micheals,2010-09-20 13:24:00+00:00,,117,6,33200,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,
108,21649577,hollowglances,melissa christine,2009-02-23 12:42:12+00:00,"Ontario, Canada",253,801,17983,http://pbs.twimg.com/profile_images/842791938768228352/daxH6Cxg_normal.jpg,https://pbs.twimg.com/profile_banners/21649577/1477032792,
157,73723567,keepingcount,Keepingcount,2009-09-12 20:10:39+00:00,Tx,163,210,7812,http://pbs.twimg.com/profile_images/828384178106429444/r5h7oARX_normal.jpg,https://pbs.twimg.com/profile_banners/73723567/1485591242,
194,201437351,poisonperfumebb,Venomous Lips.,2010-10-11 21:14:58+00:00,GEEERSBACH!,41,104,81,http://pbs.twimg.com/profile_images/1142567130/_J4U8904-1-1_normal.jpg,,
255,191942992,sexycelebs42,sexycelebs42,2010-09-17 19:26:32+00:00,,221,289,10529,http://pbs.twimg.com/profile_images/527290654544494592/lXDzqs8l_normal.jpeg,https://pbs.twimg.com/profile_banners/191942992/1409189657,
265,78532711,completus,completus,2009-09-30 06:33:11+00:00,,2989,3046,16154,http://pbs.twimg.com/profile_images/1262544272/alisa_3075_normal.jpg,,
282,201877644,monochromBEAUTY,monochrome BEAUTY,2010-10-12 20:40:41+00:00,,1,60,79,http://pbs.twimg.com/profile_images/1143330799/Beauty_monochrome_AVATAR_normal.jpg,,
313,54521583,questiondoctor,QuestionDoctors,2009-07-07 11:44:43+00:00,,16656,28,1684,http://pbs.twimg.com/profile_images/895671593011224576/XJ4RIsyj_normal.jpg,https://pbs.twimg.com/profile_banners/54521583/1473770241,
433,19910766,heroinchiq,H E R O I N C H I Q,2009-02-02 15:11:01+00:00,Europe,893,602,71920,http://pbs.twimg.com/profile_images/1087333739938623490/ZNPvnLu3_normal.jpg,https://pbs.twimg.com/profile_banners/19910766/1548075525,
