,user.id_str,user.screen_name,user.name,user.created_at,user.location,user.followers_count,user.friends_count,user.statuses_count,profile_image_url,profile_banner_url,user.lang
265,111896990,Lunatic_Dre,King Endymion,2010-02-06 14:25:53+00:00,,378,91,27935,http://pbs.twimg.com/profile_images/1359949096417648647/VDYVaZV6_normal.jpg,https://pbs.twimg.com/profile_banners/111896990/1517257530,
281,90033334,FreepingKD,FreepingKD,2009-11-14 22:16:39+00:00,Texas,1422,1778,16854,http://pbs.twimg.com/profile_images/564348127/Random_Pictures_1064_normal.jpg,https://pbs.twimg.com/profile_banners/90033334/1531970426,
394,542772408,battinsonwayne,ᴊᴀᴄᴋ,2012-04-01 17:02:06+00:00,Gotham City (Earth-2),4150,591,31784,http://pbs.twimg.com/profile_images/1333126478431617024/QiXeGbBI_normal.jpg,https://pbs.twimg.com/profile_banners/542772408/1615155273,
809,2431923445,notaquawxman,‍ ‍‍‍ ‍‍ ‍‍‍ ‍ ‍𝐌𝐄𝐑𝐀.,2014-04-07 11:43:53+00:00,#ᴡᴏɴᴅᴇʀᴍᴇʀᴀ ; #ᴘᴏᴊᴋᴇɴ,970,359,41642,http://pbs.twimg.com/profile_images/1204164296340574211/bAbb1Br8_normal.jpg,https://pbs.twimg.com/profile_banners/2431923445/1575930114,
1914,388557643,RichTeaBizcuits,Tony S 🎬📽️,2011-10-10 23:22:30+00:00,"Dublin, Ireland",717,732,3754,http://pbs.twimg.com/profile_images/1304782387499487233/f-cbq7Gf_normal.jpg,https://pbs.twimg.com/profile_banners/388557643/1593262719,
1927,378891894,Ginaorganizes,GigiUnfiltered🌷,2011-09-24 00:36:04+00:00,,119,459,472,http://pbs.twimg.com/profile_images/1016516952985161728/1o6l2qhd_normal.jpg,https://pbs.twimg.com/profile_banners/378891894/1530821930,
2191,4628950153,thelongestime,sarah,2015-12-22 07:07:41+00:00,🇲🇽🇸🇻,324,90,11784,http://pbs.twimg.com/profile_images/1359597982786543617/zoK2yIva_normal.jpg,https://pbs.twimg.com/profile_banners/4628950153/1607673511,
2242,2760856717,Yo_its_Kaelyn,Sharon Choi stan account,2014-08-23 23:52:53+00:00,"Texas, USA",216,769,30875,http://pbs.twimg.com/profile_images/1356132600650362881/LlFH76Bx_normal.jpg,https://pbs.twimg.com/profile_banners/2760856717/1616953140,
2247,26944420,KaylaJ67,Senorita Ding Dong,2009-03-27 03:55:04+00:00,123 Fake Street,407,580,137883,http://pbs.twimg.com/profile_images/1373097953687126019/A0Ujyyeh_normal.jpg,https://pbs.twimg.com/profile_banners/26944420/1583788301,
2248,2339649949,carolsfIerken,Cass 💜,2014-02-12 03:01:36+00:00,"Dyke, Scotland",819,452,69490,http://pbs.twimg.com/profile_images/1362633142394314752/P9BkaD9e_normal.jpg,https://pbs.twimg.com/profile_banners/2339649949/1613711361,
2296,788591550,leotolstoys,myrna,2012-08-29 05:20:45+00:00,Christchurch City,12635,388,72522,http://pbs.twimg.com/profile_images/1320485709137039362/WG_A1cyY_normal.jpg,https://pbs.twimg.com/profile_banners/788591550/1587021663,
2346,903220423743201280,theskybandit,Skye Blank,2017-08-31 11:38:24+00:00,,827,358,26055,http://pbs.twimg.com/profile_images/1344321560434372608/kefcsPwr_normal.jpg,https://pbs.twimg.com/profile_banners/903220423743201280/1609225042,
2403,711121802,yvestears,blonde phoebe,2012-07-22 19:04:31+00:00,,7086,139,79336,http://pbs.twimg.com/profile_images/1263894102762041345/7k2l6Iv7_normal.jpg,https://pbs.twimg.com/profile_banners/711121802/1590170926,
2804,4121781065,madamemqrvel,lily,2015-11-05 20:13:09+00:00,,393,163,8074,http://pbs.twimg.com/profile_images/1076540210790522882/lhT_Q713_normal.jpg,https://pbs.twimg.com/profile_banners/4121781065/1545502225,
2949,60105840,celitalaloca,celia ruano rivero,2009-07-25 17:36:35+00:00,Las Palmas de Gran Canaria,532,966,47709,http://pbs.twimg.com/profile_images/898277712359559168/YQQej-7q_normal.jpg,https://pbs.twimg.com/profile_banners/60105840/1590785281,
