,user.id_str,user.screen_name,user.name,user.created_at,user.location,user.followers_count,user.friends_count,user.statuses_count,profile_image_url,profile_banner_url,user.lang
81420,1252784933078093827,CarlosR82703244,Carlos Ramirez,2020-04-22 02:23:11+00:00,,13,49,73,http://pbs.twimg.com/profile_images/1252786108691214338/pHaVnF2o_normal.jpg,,
115154,58775180,OKIJIN,The Manager,2009-07-21 11:53:25+00:00,USA,66,480,1635,http://pbs.twimg.com/profile_images/1249653391543783425/r9fsn2o0_normal.jpg,https://pbs.twimg.com/profile_banners/58775180/1586775561,
179065,4836607845,Feels4Angst,Shitty Meringue,2016-01-22 22:57:08+00:00,Aca en el norte Argento miamor,39,640,3066,http://pbs.twimg.com/profile_images/1229157466027503621/JqhzDRSD_normal.jpg,https://pbs.twimg.com/profile_banners/4836607845/1581888953,
180655,1324810078638149632,AnaG28098589,Ana G.,2020-11-06 20:25:28+00:00,,1,25,50,http://pbs.twimg.com/profile_images/1324810246972268544/2iW99oMm_normal.jpg,,
202657,901940670415478785,ClaudiaGudino4,Claudia Gudiño,2017-08-27 22:53:07+00:00,CDMX,219,873,600,http://pbs.twimg.com/profile_images/916197747052695553/OQ03zfl7_normal.jpg,https://pbs.twimg.com/profile_banners/901940670415478785/1529899053,
